"","proprietario","scale.TempoRelacionamento.","scale.idade.","scale.ScoreSerasa.","Quitaçãointegal","QuitaçãoParceladoDA","QuitaçãoParceladoExercicio","Pagamentparcial","Pagamentsem.pagamento","NaturezaDívidaFraude","NaturezaDívidaGrandeDevedor","AtrasoAnterior","RespSolidaria","negociaçãoanteior","scale.protestos.","scale.dividasexecutadas.","scale.dividasDA.","scale.regularidadeAcessorias.","scale.BencajudREnajud.","prescricao","precatResInd","saldodevedor","y"
"422",1,-1.56964005962992,0.420234223770965,0.915105420078275,1,0,0,0,1,1,0,1,0,1,0.985312111376215,-1.00491892038087,0.976753130094691,1.00516332864351,-0.986836635719461,0,1,0.816518700681627,1
"430",1,1.0059048006187,0.259268113620061,-0.85652756681571,0,0,1,0,1,0,1,0,1,0,-1.01066096950339,0.00261960015338913,-0.996684853731334,-0.994763708052689,1.01323761584005,1,1,0.720610675401986,1
"431",1,1.52101377266842,0.420234223770965,1.17756956628479,1,0,0,0,1,1,0,1,0,0,-0.0126744290635854,0.00261960015338913,-0.00996586181832143,-0.994763708052689,1.01323761584005,0,1,0.103624693583697,1
"434",0,-1.45517139917442,-1.26990993281353,-0.297064518322873,0,1,0,0,1,0,1,1,1,1,1.98329865181602,0.00261960015338913,0.976753130094691,1.00516332864351,-0.986836635719461,1,1,0.519628555746749,0
"437",1,0.319092837885735,1.38603088467639,0.538676578808403,1,0,0,0,1,0,1,1,1,1,1.98329865181602,2.01769664122191,-0.996684853731334,1.00516332864351,1.01323761584005,0,1,0.682974358322099,0
"439",0,0.0901555169747471,-0.465079382059006,0.383270176449282,0,1,0,1,0,0,1,1,0,1,-0.0126744290635854,-1.00491892038087,-0.00996586181832143,-0.994763708052689,-0.986836635719461,1,0,0.102794237667695,0
"440",1,1.63548243312392,1.30554782960094,0.148433835106609,0,0,1,1,0,0,1,1,0,1,-0.0126744290635854,0.00261960015338913,-0.00996586181832143,1.00516332864351,1.01323761584005,0,1,0.871924500213936,1
"441",0,0.490795828568976,0.420234223770965,1.19483694432469,1,0,0,0,1,1,0,1,1,0,2.98128519225582,0.00261960015338913,-0.00996586181832143,-0.994763708052689,1.01323761584005,0,0,0.710511946352199,1
"445",0,0.433561498341229,-0.384596326983555,-0.552621713313428,0,1,0,0,1,1,0,0,1,1,-1.01066096950339,1.01015812068765,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,1,0.492310476489365,0
"447",1,1.69271676335166,-1.35039298788898,-0.535354335273526,0,0,1,1,0,0,1,1,0,1,-1.01066096950339,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,0,0,0.392455651191995,1
"448",1,-0.53942211553047,-0.706528547285362,0.355642371585438,0,1,0,0,1,1,0,1,1,0,-1.01066096950339,0.00261960015338913,0.976753130094691,-0.994763708052689,-0.986836635719461,1,1,0.897323138313368,0
"457",0,-1.51240572940217,1.22506477452548,1.60925401728235,1,0,0,0,1,0,1,0,1,0,1.98329865181602,1.01015812068765,0.976753130094691,1.00516332864351,-0.986836635719461,0,0,0.919855315703899,0
"465",0,0.662498819252218,-0.947977712511718,-1.00157354235089,0,0,1,0,1,1,0,0,0,0,-1.01066096950339,0.00261960015338913,-0.00996586181832143,1.00516332864351,-0.986836635719461,0,1,0.50102042965591,0
"467",1,1.46377944244068,-0.947977712511718,-0.670039883984765,0,0,1,1,0,1,0,1,1,0,-0.0126744290635854,2.01769664122191,0.976753130094691,1.00516332864351,1.01323761584005,1,1,0.864678293233737,0
"468",1,-0.138781803936241,-0.947977712511718,1.2466390784444,0,1,0,0,1,0,1,0,0,1,0.985312111376215,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,1,0,0.551125925732777,0
"472",1,1.29207645175744,-0.465079382059006,1.23282517601248,1,0,0,0,1,1,0,0,0,1,-1.01066096950339,1.01015812068765,-0.996684853731334,1.00516332864351,-0.986836635719461,1,1,0.624370106495917,1
"475",1,-0.997296757352447,1.22506477452548,0.165701213146511,1,0,0,1,0,0,1,1,0,0,-0.0126744290635854,2.01769664122191,-0.996684853731334,-0.994763708052689,-0.986836635719461,0,1,0.505130052333698,1
"476",1,-1.51240572940217,-0.143147161757199,-0.832353237559847,0,0,1,0,1,0,1,0,0,0,-0.0126744290635854,0.00261960015338913,-0.996684853731334,1.00516332864351,-0.986836635719461,0,1,0.0907384469173849,0
"478",0,-0.0815474737084941,1.14458171945003,0.887477615214431,0,1,0,0,1,0,1,0,0,0,0.985312111376215,0.00261960015338913,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,0,0.170442782575265,1
"479",1,0.147389847202494,1.22506477452548,-1.69226866394699,0,0,1,1,0,1,0,1,0,0,-0.0126744290635854,-1.00491892038087,0.976753130094691,1.00516332864351,1.01323761584005,1,1,0.495077742030844,0
"482",1,-0.196016134163988,-0.867494657436266,0.362549322801399,0,1,0,0,1,0,1,1,1,1,-1.01066096950339,-1.00491892038087,0.976753130094691,-0.994763708052689,1.01323761584005,1,1,0.904850838938728,0
"483",0,-1.39793706894668,0.742166444072773,0.383270176449282,0,0,1,0,1,1,0,1,1,0,-0.0126744290635854,3.02523516175617,-0.996684853731334,1.00516332864351,-0.986836635719461,0,0,0.999499192228541,0
"484",0,0.60526448902447,-0.304113271908103,-0.335052750010658,1,0,0,1,0,0,1,0,0,1,-0.0126744290635854,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,1,1,0.197845618240535,0
"486",0,-1.51240572940217,-0.867494657436266,-0.99466659113493,0,1,0,1,0,1,0,1,0,1,1.98329865181602,-1.00491892038087,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,0,0.486524469451979,0
"488",0,0.548030158796723,-1.02846076758717,-0.103669884275966,1,0,0,1,0,1,0,0,1,1,-0.0126744290635854,1.01015812068765,-0.996684853731334,-0.994763708052689,-0.986836635719461,0,1,0.963295657886192,1
"490",1,0.204624177430241,1.7079631049782,0.87711718839049,1,0,0,0,1,0,1,0,0,0,-1.01066096950339,-1.00491892038087,-0.996684853731334,1.00516332864351,-0.986836635719461,1,0,0.196286457823589,1
"493",0,1.40654511221293,-0.545562437134458,-0.556075188921409,0,1,0,1,0,1,0,0,0,0,-0.0126744290635854,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,1,1,0.270824854029343,1
"496",1,-0.53942211553047,1.06409866437458,-1.41253713970057,0,1,0,1,0,0,1,1,1,1,-0.0126744290635854,2.01769664122191,2.95019111392072,1.00516332864351,-0.986836635719461,1,1,0.760204163147137,0
"503",1,1.63548243312392,0.983615609299129,-1.14661951788607,0,1,0,0,1,0,1,1,0,0,-0.0126744290635854,0.00261960015338913,1.9634721220077,1.00516332864351,-0.986836635719461,1,0,0.203129419824108,0
"509",0,-1.74134305031316,0.983615609299129,-1.55067616401979,0,1,0,1,0,0,1,0,0,1,0.985312111376215,-1.00491892038087,0.976753130094691,1.00516332864351,1.01323761584005,0,1,0.711800525896251,0
"512",0,1.06313913084645,-0.0626641066817467,1.0877792004773,0,0,1,1,0,1,0,0,1,0,-1.01066096950339,0.00261960015338913,-0.00996586181832143,-0.994763708052689,-0.986836635719461,1,1,0.332257936010137,1
"513",0,-0.711125106213711,-0.304113271908103,0.0448295668671946,0,0,1,1,0,0,1,0,0,1,0.985312111376215,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,0,1,0.244389060651883,0
"514",1,0.776967479707712,-0.0626641066817467,0.189875542402375,1,0,0,1,0,0,1,0,0,1,-1.01066096950339,-1.00491892038087,-0.00996586181832143,1.00516332864351,-0.986836635719461,1,1,0.430074485717341,1
"522",1,-0.596656445758217,-0.465079382059006,-1.10863128619829,1,0,0,1,0,1,0,0,1,1,-1.01066096950339,0.00261960015338913,-0.996684853731334,-0.994763708052689,-0.986836635719461,0,1,0.363748204894364,1
"523",0,1.06313913084645,0.178785058544609,-0.0276934209003955,0,1,0,0,1,1,0,1,0,0,-1.01066096950339,1.01015812068765,-0.996684853731334,-0.994763708052689,1.01323761584005,0,0,0.905251837335527,1
"526",1,-1.45517139917442,-1.43087604296443,1.29498773695613,1,0,0,1,0,0,1,1,0,1,-0.0126744290635854,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,0,1,0.999713382916525,0
"532",0,-1.51240572940217,-0.384596326983555,1.38132462715564,0,1,0,0,1,0,1,1,1,1,-1.01066096950339,0.00261960015338913,-0.996684853731334,-0.994763708052689,1.01323761584005,0,0,0.393676659325138,1
"534",0,-0.882828096896953,0.903132554223677,-0.535354335273526,1,0,0,0,1,0,1,1,1,0,-1.01066096950339,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,0,0,0.60643196082674,0
"535",0,-0.367719124847229,-1.43087604296443,-1.2122355544377,0,0,1,1,0,1,0,1,1,0,-1.01066096950339,-1.00491892038087,-0.00996586181832143,-0.994763708052689,1.01323761584005,0,0,0.0458050223533064,0
"537",0,1.69271676335166,1.7079631049782,0.438525786176969,0,1,0,1,0,1,0,0,0,0,0.985312111376215,-1.00491892038087,-0.00996586181832143,1.00516332864351,1.01323761584005,0,1,0.827946314355358,1
"538",1,-0.310484794619482,-0.867494657436266,-1.18115427396588,0,1,0,1,0,0,1,0,0,1,-1.01066096950339,0.00261960015338913,1.9634721220077,1.00516332864351,1.01323761584005,0,1,0.429655999410897,0
"543",1,-1.74134305031316,0.339751168695513,1.23973212722844,0,0,1,1,0,0,1,1,0,1,-0.0126744290635854,2.01769664122191,-0.00996586181832143,1.00516332864351,1.01323761584005,0,0,0.616884405957535,0
"544",1,0.204624177430241,-1.59184215311533,-0.231448481771244,0,0,1,1,0,0,1,1,0,1,-1.01066096950339,0.00261960015338913,-0.996684853731334,1.00516332864351,-0.986836635719461,0,1,0.913470982806757,0
"546",0,-1.62687438985766,-0.947977712511718,-1.28475854220529,0,0,1,0,1,0,1,1,0,1,1.98329865181602,0.00261960015338913,-0.00996586181832143,1.00516332864351,1.01323761584005,0,1,0.100716140819713,0
"547",0,-0.0815474737084941,0.339751168695513,-1.14316604227809,0,0,1,0,1,1,0,1,0,0,-1.01066096950339,3.02523516175617,-0.996684853731334,1.00516332864351,-0.986836635719461,0,1,0.231692104134709,0
"550",1,-1.56964005962992,1.14458171945003,-1.39526976166067,0,1,0,0,1,0,1,1,1,0,-1.01066096950339,0.00261960015338913,-0.00996586181832143,-0.994763708052689,1.01323761584005,0,1,0.864312879974023,0
"555",1,-0.0815474737084941,-1.10894382266262,1.1050465785172,0,0,1,1,0,1,0,0,1,0,0.985312111376215,1.01015812068765,-0.996684853731334,1.00516332864351,1.01323761584005,1,0,0.608339731115848,1
"557",0,0.948670470390953,0.581200333921869,0.842582432310685,0,0,1,0,1,1,0,0,1,1,-0.0126744290635854,-1.00491892038087,-0.00996586181832143,1.00516332864351,1.01323761584005,1,1,0.636538226390257,1
"561",0,-1.39793706894668,1.06409866437458,-0.300517993930853,1,0,0,1,0,1,0,0,0,0,-1.01066096950339,0.00261960015338913,-0.00996586181832143,1.00516332864351,-0.986836635719461,1,1,0.464843807509169,0
"566",0,0.776967479707712,-0.545562437134458,-1.72680342002679,0,1,0,1,0,1,0,1,1,0,-1.01066096950339,-1.00491892038087,-0.996684853731334,-0.994763708052689,1.01323761584005,0,1,0.827241605147719,0
"571",1,0.834201809935459,0.822649499148225,1.09123267608528,0,0,1,0,1,0,1,0,1,1,0.985312111376215,-1.00491892038087,-0.00996586181832143,1.00516332864351,1.01323761584005,1,1,0.14670421066694,1
"573",0,0.891436140163206,-0.384596326983555,1.04288401757355,0,0,1,0,1,0,1,0,0,0,-0.0126744290635854,-1.00491892038087,0.976753130094691,1.00516332864351,-0.986836635719461,1,1,0.861461680615321,0
"578",0,0.60526448902447,-0.787011602360814,-1.70262909077093,0,0,1,0,1,0,1,0,1,0,-0.0126744290635854,2.01769664122191,-0.996684853731334,1.00516332864351,1.01323761584005,1,0,0.0994493328034878,0
"580",1,-1.11176541780794,0.822649499148225,0.859849810350588,0,1,0,1,0,0,1,1,0,0,-1.01066096950339,-1.00491892038087,-0.996684853731334,1.00516332864351,-0.986836635719461,0,1,0.540812205523252,1
"583",0,0.376327168113482,-0.304113271908103,1.40204548080352,0,0,1,1,0,0,1,0,0,0,-1.01066096950339,-1.00491892038087,1.9634721220077,-0.994763708052689,1.01323761584005,0,1,0.338787164539099,1
"585",0,-0.024313143480747,0.903132554223677,1.04633749318153,0,1,0,1,0,1,0,1,0,0,-1.01066096950339,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,0,1,0.139709165785462,1
"600",1,0.719733149479965,0.742166444072773,-1.11208476180627,1,0,0,1,0,1,0,1,0,1,-0.0126744290635854,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,1,1,0.530153838684782,1
"603",0,-0.882828096896953,-0.143147161757199,-1.49196707868412,0,0,1,0,1,0,1,1,0,0,2.98128519225582,0.00261960015338913,-0.996684853731334,1.00516332864351,-0.986836635719461,1,1,0.187342579476535,0
"607",1,0.548030158796723,1.14458171945003,0.887477615214431,0,0,1,0,1,0,1,1,1,0,-1.01066096950339,1.01015812068765,0.976753130094691,-0.994763708052689,-0.986836635719461,0,1,0.758369117509574,1
"608",1,0.261858507657988,-1.18942687773807,1.60925401728235,0,1,0,1,0,1,0,1,1,0,-1.01066096950339,1.01015812068765,1.9634721220077,1.00516332864351,1.01323761584005,0,0,0.220164762111381,0
"609",0,-1.11176541780794,0.339751168695513,-0.680400310808706,1,0,0,0,1,1,0,0,0,1,-0.0126744290635854,0.00261960015338913,0.976753130094691,1.00516332864351,1.01323761584005,0,1,0.4909068250563,0
"610",1,-0.424953455074976,-1.10894382266262,-0.13475116474779,0,0,1,0,1,0,1,0,0,1,-1.01066096950339,-1.00491892038087,-0.00996586181832143,-0.994763708052689,1.01323761584005,0,1,0.69432926364243,0
"613",0,0.204624177430241,1.22506477452548,-0.71148159128053,0,1,0,1,0,0,1,0,1,1,-1.01066096950339,0.00261960015338913,-0.00996586181832143,1.00516332864351,1.01323761584005,1,0,0.988791848300025,0
"619",1,1.46377944244068,1.06409866437458,-1.02229439599877,0,0,1,0,1,1,0,1,0,0,0.985312111376215,1.01015812068765,-0.996684853731334,-0.994763708052689,1.01323761584005,1,1,0.0392639993224293,1
"620",1,-0.768359436441459,-1.35039298788898,-1.22259598126164,1,0,0,1,0,0,1,0,0,1,-1.01066096950339,1.01015812068765,-0.00996586181832143,-0.994763708052689,-0.986836635719461,1,0,0.478864782489836,0
"630",1,-1.74134305031316,-0.787011602360814,0.379816700841301,1,0,0,1,0,1,0,1,1,0,-0.0126744290635854,1.01015812068765,-0.00996586181832143,-0.994763708052689,1.01323761584005,1,1,0.0840603548567742,0
"633",0,-1.45517139917442,-0.706528547285362,-0.480098725545838,1,0,0,0,1,1,0,0,1,1,-1.01066096950339,-1.00491892038087,-0.996684853731334,1.00516332864351,-0.986836635719461,0,1,0.0822423018980771,1
"638",0,0.433561498341229,-1.02846076758717,0.549037005632344,0,0,1,0,1,1,0,1,0,1,2.98128519225582,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,0,0,0.540373466676101,1
"646",0,1.52101377266842,-1.18942687773807,-1.43671146895643,0,1,0,1,0,0,1,1,1,1,-0.0126744290635854,1.01015812068765,-0.00996586181832143,1.00516332864351,1.01323761584005,1,0,0.52488108817488,0
"647",1,-0.0815474737084941,-1.59184215311533,1.04633749318153,0,0,1,1,0,1,0,1,1,0,-0.0126744290635854,1.01015812068765,-0.996684853731334,-0.994763708052689,1.01323761584005,1,0,0.481662142556161,1
"649",1,0.891436140163206,1.46651393975184,-1.32620024950106,1,0,0,0,1,0,1,1,1,0,-0.0126744290635854,-1.00491892038087,-0.00996586181832143,1.00516332864351,-0.986836635719461,1,0,0.723832471063361,0
"652",0,0.319092837885735,0.500717278846417,-0.248715859811146,0,0,1,1,0,1,0,0,1,0,-0.0126744290635854,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,0,0,0.0912617824506015,1
"656",1,-0.768359436441459,-1.67232520819079,-0.303971469538834,0,1,0,1,0,1,0,0,1,1,-1.01066096950339,1.01015812068765,3.93691010583373,1.00516332864351,1.01323761584005,1,1,0.408437830163166,0
"658",1,-0.9400624271247,-1.26990993281353,0.87711718839049,0,0,1,1,0,0,1,1,1,0,0.985312111376215,1.01015812068765,1.9634721220077,1.00516332864351,-0.986836635719461,1,1,0.134175816550851,0
"659",0,0.776967479707712,1.38603088467639,-0.165832445219615,0,0,1,0,1,1,0,1,0,1,1.98329865181602,-1.00491892038087,-0.00996586181832143,1.00516332864351,-0.986836635719461,1,0,0.101751991314813,1
"660",1,-1.34070273871893,0.0178189483937053,0.856396334742607,0,0,1,0,1,0,1,1,1,0,-0.0126744290635854,-1.00491892038087,-0.00996586181832143,1.00516332864351,1.01323761584005,1,1,0.217815906973556,0
"662",1,-0.253250464391735,0.903132554223677,0.144980359498628,0,0,1,0,1,1,0,0,0,1,-1.01066096950339,-1.00491892038087,-0.00996586181832143,1.00516332864351,1.01323761584005,0,0,0.0489543310832232,1
"663",1,1.06313913084645,0.500717278846417,-0.411029213386229,0,1,0,0,1,0,1,0,0,0,-0.0126744290635854,-1.00491892038087,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,0,0.613914970774204,1
"664",1,0.719733149479965,-0.143147161757199,-0.894515798503496,0,1,0,1,0,1,0,0,1,0,-0.0126744290635854,1.01015812068765,-0.996684853731334,1.00516332864351,-0.986836635719461,1,1,0.632415625965223,1
"674",0,0.548030158796723,1.7079631049782,0.141526883890648,0,1,0,1,0,0,1,0,1,0,2.98128519225582,0.00261960015338913,-0.996684853731334,1.00516332864351,1.01323761584005,0,0,0.437961074756458,1
"678",0,0.834201809935459,-1.59184215311533,0.393630603273223,1,0,0,1,0,0,1,1,0,1,-1.01066096950339,0.00261960015338913,-0.00996586181832143,1.00516332864351,1.01323761584005,0,0,0.10090123466216,0
"682",0,-1.51240572940217,0.661683388997321,0.859849810350588,1,0,0,0,1,0,1,0,1,1,-1.01066096950339,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,1,1,0.459446171997115,0
"684",1,1.57824810289617,-1.43087604296443,1.01525621270971,0,1,0,1,0,1,0,1,1,0,-1.01066096950339,-1.00491892038087,0.976753130094691,-0.994763708052689,-0.986836635719461,1,1,0.804935417603701,1
"695",1,0.834201809935459,0.983615609299129,1.36405724911574,1,0,0,0,1,1,0,1,1,1,-0.0126744290635854,-1.00491892038087,-0.00996586181832143,-0.994763708052689,1.01323761584005,1,1,0.0240520753432065,1
"700",1,-0.196016134163988,-0.384596326983555,-0.424843115818151,1,0,0,1,0,1,0,0,1,0,-0.0126744290635854,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,1,0,0.00901318620890379,1
"702",1,-0.768359436441459,-1.51135909803988,-0.911783176543398,0,0,1,1,0,0,1,1,0,0,-1.01066096950339,0.00261960015338913,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,1,0.697997845243663,0
"705",1,-1.45517139917442,-1.51135909803988,-0.0933094574520246,0,0,1,1,0,1,0,0,1,1,-1.01066096950339,0.00261960015338913,-0.00996586181832143,1.00516332864351,-0.986836635719461,0,0,0.742994790663943,0
"706",1,-1.28346840849118,0.581200333921869,-1.42289756652451,0,0,1,1,0,1,0,0,0,1,0.985312111376215,1.01015812068765,-0.00996586181832143,1.00516332864351,1.01323761584005,1,1,0.513005155604333,0
"707",0,0.147389847202494,-0.0626641066817467,0.328014566721594,0,0,1,1,0,1,0,0,0,1,-0.0126744290635854,1.01015812068765,-0.00996586181832143,-0.994763708052689,-0.986836635719461,1,0,0.800575076369569,1
"710",1,1.63548243312392,-0.545562437134458,-0.673493359592745,0,0,1,1,0,1,0,0,0,1,-1.01066096950339,0.00261960015338913,1.9634721220077,-0.994763708052689,-0.986836635719461,1,0,0.0095470086671412,1
"712",1,-0.024313143480747,0.500717278846417,0.562850908064266,0,1,0,1,0,0,1,0,0,0,0.985312111376215,-1.00491892038087,-0.00996586181832143,-0.994763708052689,1.01323761584005,1,0,0.563196119386703,1
"717",0,0.319092837885735,1.06409866437458,1.70249785869782,0,0,1,1,0,1,0,1,0,0,-1.01066096950339,-1.00491892038087,-0.996684853731334,-0.994763708052689,-0.986836635719461,0,0,0.103914828272536,1
"720",0,0.948670470390953,1.30554782960094,-1.32965372510904,0,0,1,1,0,0,1,1,0,1,-1.01066096950339,0.00261960015338913,-0.00996586181832143,1.00516332864351,-0.986836635719461,1,0,0.656528987921774,0
"722",0,-1.05453108758019,-0.0626641066817467,-0.953224883839164,0,0,1,0,1,0,1,1,1,1,-1.01066096950339,0.00261960015338913,0.976753130094691,1.00516332864351,-0.986836635719461,1,0,0.638075336813927,0
"724",0,-1.11176541780794,-1.02846076758717,-0.13475116474779,0,0,1,1,0,1,0,1,0,0,0.985312111376215,0.00261960015338913,-0.996684853731334,1.00516332864351,-0.986836635719461,1,0,0.419942814391106,0
"726",0,-1.62687438985766,-0.867494657436266,-0.663132932768804,0,1,0,1,0,1,0,0,0,0,-1.01066096950339,-1.00491892038087,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,1,0.0117984761018306,0
"727",1,-0.768359436441459,-0.706528547285362,-1.24331683490952,1,0,0,1,0,0,1,1,0,0,-0.0126744290635854,1.01015812068765,-0.00996586181832143,-0.994763708052689,-0.986836635719461,0,0,0.169085484929383,0
"729",1,-0.0815474737084941,-1.67232520819079,-1.66118738347516,1,0,0,0,1,0,1,0,0,1,-0.0126744290635854,-1.00491892038087,-0.996684853731334,1.00516332864351,1.01323761584005,1,0,0.596410644473508,0
"730",0,1.69271676335166,-0.787011602360814,-1.00157354235089,0,1,0,0,1,1,0,1,0,0,-1.01066096950339,-1.00491892038087,-0.996684853731334,-0.994763708052689,-0.986836635719461,0,1,0.486365588149056,1
"732",0,-0.653890775985964,-0.706528547285362,1.02216316392567,0,0,1,0,1,0,1,0,0,1,-1.01066096950339,0.00261960015338913,0.976753130094691,1.00516332864351,1.01323761584005,1,0,0.619754855288193,0
"740",0,-1.05453108758019,1.22506477452548,-1.65082695665122,1,0,0,0,1,0,1,1,0,1,-0.0126744290635854,-1.00491892038087,-0.996684853731334,-0.994763708052689,-0.986836635719461,0,0,0.903467773692682,0
